name,telNum,neighborhood,address,hh_sun,hh_mon,hh_tues,hh_wed,hh_thurs,hh_fri,hh_sat
Benson's NYC,(646) 791-5765,Lower East Side,"181 Essex St., New York, NY 10002",,,,,,,
Bergen Hill,(212) 260-2182,NoHo,"64 Cooper Sq, New York, NY 10003",,,,,,,
Berg'n,(718) 857-2337,Crown Heights,"899 Bergen St., Brooklyn, NY 11238",,,,,,,
Berimbau Do Brasil,(212) 242-2606,West Village,"43 Carmine St., New York, NY 10014",,,,,,,
Berry Park,(718) 782-2829,Williamsburg - North Side,"4 Berry St., Brooklyn, NY 11211",,,,,,,
Besito Mexican Restaurant,(516) 484-3001,Roslyn,"1516 Old Northern Blvd., Roslyn, NY 11576",,,,,,,
Beso,(718) 816-8162,St. George,"11 Schuyler St., Staten Island, NY 10301",,,,,,,
Bettibar,(212) 265-2060,Theater District,"373 W 46th St., New York, NY 10036",5PM-10PM,5PM-10PM,5PM-10PM,5PM-10PM,5PM-10PM,5PM-10PM,5PM-10PM
Bevacco,(718) 624-1444,Brooklyn Heights,"60 Henry St., Brooklyn, NY 11201",,,,,,,
Beyond Sushi Midtown West,(646) 964-5097,Midtown West,"62 W 56th St., New York, NY 10019",,,,,,,
bibi,(212) 673-2424,East Village,"211 E 4th St., New York, NY 10009",,,,,,,
Biddy's Pub,(212) 534-4785,Upper East Side,"301 E 91st St., New York, NY 10128",,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,
Bierhaus,(212) 867-2337,Midtown East,"712 3rd Ave., New York, NY 10017",,,,,,,
Bierocracy,(718) 361-9333,Hunters Point,"12-23 Jackson Ave., Long Island City, NY 11101",,,,,,,
Big Bar,(212) 777-6969,East Village,"75 E 7th St., New York, NY 10003",,,,,,,
Bijan's,(718) 855-5574,Downtown Brooklyn,"81 Hoyt St., Brooklyn, NY 11201",,,,,,,
Bill's Bar & Burger,(212) 705-8510,Midtown West,"16 W 51st St., New York, NY 10019",,,,,,,
Billymark's West,(212) 629-0118,Midtown West,"332 9th Ave., New York, NY 10001",,,All Night,,,,
Bin 14,(201) 963-9463,Hoboken,"1314 Washington St., Hoboken, NJ 07030",,,,,,,
Bin 5,(718) 448-7275,Shore Acres,"1233 Bay St., Staten Island, NY 10305",,,,,,,
Bin 71,(212) 362-5446,Upper West Side,"237 Columbus Ave., New York, NY 10023",,,,,,,
BIN No. 220,(212) 374-9463,South Street Seaport,"220 Front St., New York, NY 10038",,,,,,,
Birdsall House,(914) 930-1880,Peekskill,"970 Main St., Peekskill, NY 10566",10PM-Midnight,4PM-7PM|10PM-Midnight,4PM-7PM|10PM-Midnight,4PM-7PM|10PM-Midnight,4PM-7PM|10PM-Midnight,4PM-7PM|10PM-Midnight,10PM-Midnight
Bisou Bisou,(718) 624-4075,Fort Greene,"264 Carlton Ave., Brooklyn, NY 11205",,,,,,,
Bistro Chat Noir,(212) 794-2428,Upper East Side,"22 E 66th St., New York, NY 10065",,,,,,,
Bistro Milano,(212) 757-2600,Midtown West,"1350 Ave. of the Americas, New York, NY 10019",,,,,,,
BKW by Brooklyn Winery,(718) 399-1700,Crown Heights,"747 Franklin Ave., Brooklyn , NY 11238",10PM-12AM,4PM-7PM|10PM-12AM,4PM-7PM|10PM-12AM,4PM-7PM|10PM-12AM,4PM-7PM|10PM-12AM,4PM-7PM,
Black Cat LES,(646) 918-7711,Lower East Side,"172 Rivington St., New York, NY 10002",,,,,,,
Black Forest Brooklyn,(718) 935-0300,Fort Greene,"733 Fulton St., Brooklyn, NY 11217",,,,,,,
Black Horse Pub,(718) 788-1975,South Slope,"568 5th Ave., Brooklyn, NY 11215",,,,,,,
Black Iron Burger Shop,(212) 677-6067,East Village,"540 E 5th St., New York, NY 10009",,,,,,,
Black Market,(212) 614-9798,East Village,"110 Ave. A, New York, NY 10009",,,,,,,
Black Mountain Wine House,(718) 522-4340,Gowanus,"415 Union St., Brooklyn, NY 11231",,,,,,,
Black Rabbit,(718) 349-1595,Greenpoint,"91 Greenpoint Ave., Brooklyn, NY 11222",,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,
Black Swan,(718) 783-4744,Bedford Stuyvesant,"1048 Bedford Ave., Brooklyn, NY 11205",,,,,,,
Black & White,(212) 253-0246,East Village,"86 E 10th St., New York, NY 10003",,,,,,,
Blackjack Mulligans Secaucus,(201) 864-5544,Secaucus,"146 Front St., Secaucus, NJ 07094",,,,,,,
Blackwells Pub And Restaurant,(212) 661-7890,Midtown East,"150 E 47th St., New York, NY 10017",,,,,,,
Blaggards Pub,(212) 382-2611,Midtown West,"8 W 38th St., New York, NY 10018",All Day,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,11PM-7PM
Blake Lane,(212) 988-4700,Upper East Side,"1429 Third Ave., New York, NY 10028",,,,,,,
Blank Slate,(212) 683-7800,NoMad,"121 Madison Ave., New York, NY 10016",All Day,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,All Day
Blarney Station,(201) 531-0001,East Rutherford,"258 Park Ave., East Rutherford, NJ 07073",,,,,,,
Blaue Gans,(212) 571-8880,TriBeCa,"139 Duane St., New York, NY 10013",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM
Bleecker Street Bar,(212) 334-0244,NoHo,"56 Bleecker St., New York, NY 10012",12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM
Blend,(718) 729-2800,Long Island City,"4704 Vernon Blvd., Long Island City, NY 11101",All Day,11AM-10:30PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM
Blend on the Water,(718) 606-9851,Hunters Point,"4540 Center Blvd., Long Island City, NY 11109",,,,,,,
Blind Barber,(212) 228-2123,East Village,"339 E 10th St., New York, NY 10009",,,,,,,
Blind Pig Bar,(212) 209-1573,Gramercy,"233 E 14th St., New York, NY 10003",,,,8PM-Close,11:30PM-Close,,
Blind Tiger,(212) 462-4682,West Village,"281 Bleecker St., New York, NY 10014",11:30AM-8PM,11:30AM-8PM,11:30AM-8PM,11:30AM-8PM,11:30AM-8PM,11:30AM-8PM,11:30AM-8PM
Blockheads,(212) 213-3332,Murray Hill,"499 3rd Ave., New York, NY 10016",,,,,,,
Blondies,(212) 362-4360,Upper West Side,"212 W 79th St., New York, NY 10024",,,,,,,
Bloom's Tavern,(212) 308-9400,Midtown East,"208 E 58th St., New York, NY 10022",,,,,,,
BLT Prime,(212) 995-8500,Flatiron,"111 E 22nd St., New York, NY 10022",,,,,,,
Blue Bar,(212) 840-6800,Midtown West,"59 W 44th St., New York, NY 10036",,,,,,,
Blue Dog Kitchen Bar,(212) 459-0700,Hell's Kitchen,"308 West 50th St., New York, NY 10019",,2PM-6PM,2PM-6PM,2PM-6PM,2PM-6PM,2PM-6PM,
Blue Fin,(212) 918-1400,Midtown West,"1567 Broadway, New York, NY 10036",,,,,,,
Blue Haven,(212) 505-3400,Greenwich Village,"108 W Houston St., New York, NY 10012",,,,,,,
Blue Hill,(212) 539-1776,Greenwich Village,"75 Washington Pl., New York, NY 10011",,,,,,,
Blue Ribbon Brasserie,(212) 274-0404,South Village,"97 Sullivan St., New York, NY 10012",,,,,,,
Blue Ruin,(917) 945-3497,Hell's Kitchen,"538 9th Ave., New York, NY 10018",,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,
Blue Seafood Bar,(212) 757-7511,Hell's Kitchen,"856 9th Ave., New York, NY 10019",4PM-7PM|10PM- Close,4PM-7PM|10PM- Close,4PM-7PM|10PM- Close,4PM-7PM|10PM- Close,4PM-7PM|10PM- Close,4PM-7PM|10PM- Close,4PM-7PM|10PM- Close
Blue Smoke,(212) 447-7733,Flatiron,"116 E 27th St., New York, NY 10016",,,,,,,
Blueprint,(718) 622-6644,Park Slope,"196 5th Ave., Brooklyn, NY 11217",,,,,,,
BLVD Wine Bar,(718) 440-8520,Hunters Point,"4720 Ctr Blvd., Long Island City, NY 11109",,,,,,,
bOb Bar,(212) 529-1807,Lower East Side,"235 Eldridge St., New York, NY 10002",,,,,,,
Bobo,(212) 488-2626,West Village,"181 W 10th St., New York, NY 10014",5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM
Bocado Cafe,(212) 289-9004,Upper East Side,"1293 Lexington Ave., New York, NY 10128",,,,,,,
Bocaito Wine Bar,(347) 617-1606,Jackson Heights,"81-15 Northern Blvd., Jackson Heights, NY 11372",,,,,,,
Bocca Di Bacco,(212) 265-8838,Hell's Kitchen,"828 9th Ave., New York, NY 10019",,,,,,,
Bogota Latin Bistro,(718) 230-3805,Park Slope,"141 5th Ave., Brooklyn, NY 11217",,,,,,,
Bohemian Hall and Beer Garden,(718) 274-4925,Astoria,"2919 24th Ave., Astoria, NY 11102",,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,
Bohemian Restaurant,noval,NoHo,"57 Great Jones St., New York, NY 10012",,,,,,,
Boilermaker,(212) 995-5400,East Village,"13 First Ave., New York, NY 10003",,,,,,,
Bondurants,(212) 249-1509,Upper East Side,"303 E 85th St., New York, NY 10028",,,,,,,
Bonnie Vee,(917) 639-3352,Lower East Side,"17 Stanton St., New York, NY 10002",,,,,,,
Bonnie's Grill,(718) 369-9527,Park Slope,"278 5th Ave., Brooklyn, NY 11215",,,,,,,
Bono Trattoria,(646) 682-9249,Harlem,"3658 Broadway, New York, NY 10031",,,,,,,
Boobie Trap,(347) 240-9105,Bushwick,"308 Bleecker St., Brooklyn, NY 11237",,,,,,,
Boots & Saddle,(646) 892-4800,West Village,"100A 7th Ave. S, New York, NY 10014",,,,,,,
Boqueria,(212) 255-4160,Flatiron,"53 W 19th St., New York, NY 10011",,,,,,,
Bornholm,(917) 909-0850,Cobble Hill,"138 Smith St., Brooklyn, NY 11201",,,,,,,
Borough Restaurant and Bar,(718) 230-4728,Clinton Hill,"338 Franklin Ave., Brooklyn, NY 11238",,,,,,,
Boss Tweed's Saloon,(212) 475-9997,Lower East Side,"115 Essex St., New York, NY 10002",,,,,,,
Botanica Bar,(212) 343-7251,Nolita,"47 E Houston St., New York, NY 10012",,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,
Bottino,(212) 206-6766,Chelsea,"246 10th Ave., New York, NY 10001",,,,,,,
Bottle and Bine,(212) 888-7405,Midtown East,"1085 2nd Ave., New York, NY 10022",,,,,,,
Bouley,(212) 964-2525,TriBeCa,"163 Duane St., New York, NY 10013",,,,,,,
Boulton & Watt,(646) 490-6004,Alphabet City,"5 Ave. A, New York, NY 10009",,,,,,,
Boulud Sud,(212) 595-1313,Upper West Side,"20 West 64th St., New York, NY 10023",,,,,,,
Bounce Sporting Club,(212) 675-8007,Flatiron,"55 W 21st St., New York, NY 10010",,12PM-7PM,12PM-7PM,12PM-7PM,12PM-7PM,12PM-7PM,
Bourbon Street,(212) 721-1332,Upper West Side,"407 Amsterdam Ave., New York, NY 10024",,,,,,,
Bourbon Street Bar & Grille,(212) 245-2030,Hell's Kitchen,"346 West 46th St., New York, NY 10036",,11AM-8PM,11AM-8PM,11AM-8PM,11AM-8PM,11AM-8PM,
Bowery Bay,(718) 721-1933,Astoria,"19-33 Ditmars Blvd., Astoria, NY 11105",,,,,,,
Bowery Meat Company,(212) 460-5255,East Village,"9 E 1st St., New York, NY 10003",,,,,,,
Bowlmor Times Square,(212) 680-0012,Theater District,"222 W. 44Th St., New York, NY 10036",,,,,,,
Boxers NYC,(212) 255-5082,Flatiron,"37 W 20th St., New York, NY 10011",,4PM-9:30PM,4PM-9:30PM,4PM-9:30PM,4PM-9:30PM,4PM-9:30PM,
Branded Saloon,(718) 484-8704,Prospect Heights,"603 Vanderbilt Ave., Brooklyn, NY 11238",,,,,,,
Brandy Library,(212) 226-5545,TriBeCa,"25 N Moore St., New York, NY 10013",,,,,,,
Brandy's Piano Bar,(212) 744-4949,Upper East Side,"235 E 84th St., New York, NY 10028",4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM
Brass Monkey,(212) 675-6686,West Village,"55 Little W 12th St., New York, NY 10014",,12PM-7PM,12PM-7PM,12PM-7PM,12PM-7PM,12PM-7PM,
Brasserie Cognac,(212) 757-3600,Midtown West,"1740 Broadway, New York, NY 10019",,,,,,,
Brasserie Magritte,(646) 449-0606,Upper East Side,"1463 3rd Ave., New York, NY 10028",,,,,,,
Bravest,(212) 683-3766,Midtown East,"700 2nd Ave., New York, NY 10016",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
Bread & Tulips,(212) 532-9100,Flatiron,"365 Park Ave. S, New York, NY 10016",,,,,,,
Break Bar & Billiards,(718) 777-5400,Astoria,"32-04b Broadway, Queens, NY 11106",4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM
Breakroom Burgers & Tacos,(212) 227-2802,Chinatown,"83 Baxter St., New York, NY 10013",,3PM-5PM,3PM-5PM,3PM-5PM,3PM-5PM,3PM-5PM,
Brendan's Bar & Grill,(212) 564-5405,Midtown West,"42 W 35th St., New York, NY 10001",,,,,,,
Brew Cheese,(631) 675-6060,Stony Brook,"127 Main St., Stony Brook, NY 11790",,,,,,,
Brew House,(516) 502-6740,New Hyde Park,"924 Hillside Ave., New Hyde Park, NY 11040",,,,,,,
Brewology - Port Jeff,(631) 509-1700,Port Jefferson,"201 Main St., Port Jefferson, NY 11777",,,,,,,
Bricco,(212) 245-7160,Theater District,"304 W 56th St., New York, NY 10019",4PM-7PM|9PM-Close,4PM-7PM|9PM-Close,4PM-7PM|9PM-Close,4PM-7PM|9PM-Close,4PM-7PM|9PM-Close,4PM-7PM|9PM-Close,4PM-7PM|9PM-Close
Briciola,(646) 678-5763,Theater District,"370 W 51 St., New York, NY 10019",,,,,,,
Brickyard Gastropub,(212) 767-0077,Theater District,"785 9th Ave., New York, NY 10019",,,,,,,
Bricolage,(718) 230-1835,Park Slope,"162 5th Ave., Brooklyn, NY 11217",,,,,,,
Brindle Room,(212) 529-9702,East Village,"277 E 10th St., New York, NY 10009",,,,,,,
Brinkley's Broome Street,(212) 680-5600,SoHo,"406 Broome St., New York, NY 10003",,,,,,,
Broadstone Bar & Kitchen,(646) 951-3044,Financial District,"88 Broad St., New York, NY 10304",,,,,,,
Broadway Joe Steakhouse,(212) 246-6513,Theater District,"315 W 46th St., New York, NY 10036",,,,,,,
Broadway Restaurant,(212) 865-7074,Manhattan Valley,"2664 Broadway, New York, NY 10025",,,,,,,
Broadway Station,(718) 545-5869,Astoria,"30-09 Broadway, Astoria, NY 11106",,,,,,,
Broken Land,(718) 349-2901,Greenpoint,"105 Franklin St., Brooklyn, NY 11222",,,,,,,
Bronx Ale House,(718) 601-0204,Kingsbridge,"216 W 238th St., Bronx, NY 10463",,All Night,,All Night,,,
Brooklyn Bazaar,noval,Greenpoint,"150 Greenpoint Ave., Brooklyn, NY 11222",,,,,,,
Brooklyn Bowl,(718) 963-3369,Williamsburg - North Side,"61 Wythe Ave., Brooklyn, NY 11249",,,,,,,
Brooklyn Ice House,(718) 222-1865,Red Hook,"318 Van Brunt St., Brooklyn, NY 11231",All Day,12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM,All Day
Brooklyn Tap House,(347) 750-7557,Bedford Stuyvesant,"590 Myrtle Ave., Brooklyn, NY 11205",,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,
Brooklyn Winery,(347) 763-1506,Williamsburg - North Side,"213 N 8th St., Brooklyn, NY 11211",,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,
Brookvin,(718) 768-9463,Park Slope,"381 7th Ave., Brooklyn, NY 11215",12PM-5PM,All Night,5PM-7PM,5PM-7PM,5PM-7PM,3PM-7PM,12PM-5PM
Broome Street Bar,(212) 925-2086,SoHo,"363 W Broadway, New York, NY 10013",,,,,,,
Brother Jimmy's BBQ,(212) 673-6465,Flatiron,"116 E 16th St., New York, NY 10003",,,,,,,
Brownstone Brewing Company,(631) 588-1135,Ronkonkoma,"200 Portion Rd., Ronkonkoma, NY 11779",,,,,,,
Bryant Park Grill,(212) 840-6500,Midtown West,"25 W 40th St., New York, NY 10018",,,,,,,
Bua,(212) 979-6276,East Village,"122 St. Mark's Pl., New York, NY 10009",1PM-5PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,1PM-5PM
Bubba Gump Shrimp Co.,(212) 391-7100,Theater District,"1501 Broadway, New York, NY 10036",,,,,,,
Bubby's,(212) 219-0666,TriBeCa,"120 Hudson St., New York, NY 10013",,,,,,,
Buceo 95,(212) 662-7010,Upper West Side,"201 W 95th St., New York, NY 10025",,,,,,,
Buddakan,(212) 989-6699,Meatpacking District,"75 9th Ave., New York, NY 10011",,,,,,,
Buddha Beer Bar,(646) 861-2595,Washington Heights,"4476 Broadway, New York, NY 10040",,,,,,,
Buddha Bodai,(212) 566-8388,Chinatown,"5 Mott St., New York, NY 10013",,,,,,,
BUDIN,(347) 844-9639,Greenpoint,"114 Greenpoint Ave., Brooklyn, NY 11222",3PM-8PM,3PM-8PM,3PM-8PM,3PM-8PM,3PM-8PM,3PM-8PM,3PM-8PM
Buffalo Wild Wings,(212) 265-9453,Midtown West,"253 West 47th Street, New York, NY 10036",,4PM-7PM,4PM-7PM,All Day,4PM-7PM,4PM-7PM,
Building on Bond,(347) 853-8687,Boerum Hill,"112 Bond St., Brooklyn, NY 11217",,,,,,,
Bull & Bear Steakhouse,(212) 872-4606,Midtown East,"540 Lexington Ave., New York, NY 10022",,,,,,,
Bull McCabe's,(212) 982-9895,East Village,"29 St. Marks Pl, New York, NY 10003",,,,,,,
Bunny's Sports Bar,(973) 763-1377,South Orange,"12-14 W South Orange Ave., South Orange, NJ 07079",,,,,,,
Burger & Barrel,(212) 334-7320,SoHo,"25 W Houston St., New York, NY 10012",,,,,,,
burger joint,(212) 708-7414,Midtown West,"119 W 56th St., New York, NY 10019",,,,,,,
Burger & Lobster,(646) 833-7532,Flatiron,"39 W 19th St., New York, NY 10011",,,,,,,
Burke & Wills,(646) 823-9251,Upper West Side,"226 W 79th St., New York, NY 10024",,,,,,,
Burkes Bar and Restaurant,(914) 237-5137,Yonkers,"645 Bronx River Rd., Yonkers, NY 10704",,,,,,,
Burnside,(347) 889-7793,East Williamsburg,"506 Grand St., Brooklyn, NY 11211",,,,,,,
Burp Castle,(212) 982-4576,East Village,"41 E 7th St., New York, NY 10003",,,,,,,
Burrito Bar,(718) 230-8646,Prospect Heights,"307 Flatbush Ave., Brooklyn, NY 11238",,,,,,,
Bushwick Country Club,(718) 388-2114,East Williamsburg,"618 Grand St., Brooklyn, NY 11211",,,,,,,
Butter Restaurant,(212) 253-2828,Midtown,"70 W 45th St., New York, NY 10003",,,,,,,
Buvette,(212) 255-3590,West Village,"42 Grove St., New York, NY 10014",,,,,,,
BXL Belgian Cafe,(212) 768-0200,Theater District,"125 W 43rd St., New York, NY 10036",4PM-11PM,4PM-11PM,,,,,
BXL East,(212) 888-7782,Midtown East,"210 E 51st St., New York, NY 10022",,,,,,,
BXL Zoute,(646) 692-9282,Flatiron,"50 W 22nd St., New York, NY 10010",,,,,,,
Cabo,(718) 863-0091,Edgewater Park,"3764 E Tremont Ave., Throggs Neck, NY 10465",,,,,,,
Cacio E Pepe,(212) 505-5931,East Village,"182 2nd Ave., New York, NY 10003",,,,,,,
Cafe China,(212) 213-2810,Midtown East,"13 E 37th St., New York, NY 10016",,,,,,,
Cafe Cluny,(212) 255-6900,West Village,"284 W 12th St., New York, NY 10011",,,,,,,
Cafe De La Esquina,(718) 393-5500,Williamsburg - North Side,"225 Wythe Ave., Brooklyn, NY 11249",,,,,,,
Cafe du Soleil,(212) 316-5000,Upper West Side,"2723 Broadway, New York, NY 10025",4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM
Cafe Habana,(212) 625-2001,Nolita,"17 Prince St., New York, NY 10012",,,,,,,
Cafe Katja,(212) 219-9545,Lower East Side,"79 Orchard St., New York, NY 10002",,,,,,,
Cafe Lalo,(212) 496-6031,Upper West Side,"201 W 83rd St., New York, NY 10024",,,,,,,
Cafe Loup,(212) 255-4746,West Village,"105 W 13th St., New York, NY 10011",,,,,,,
Cafe Mocha,(212) 253-1046,East Village,"116 2nd Ave., New York, NY 10003",,Noon-Midnight,Noon-Midnight,Noon-7PM,Noon-7PM,Noon-7PM,
Cafe Mogador,(212) 677-2226,East Village,"101 St. Marks Pl, New York, NY 10009",,,,,,,
Cafe Nunez,(212) 564-7444,Midtown West,"240 W 35th St., New York, NY 10001",,,,,,,
Cafe Orlin,(212) 777-1447,East Village,"41 St. Marks Pl, New York, NY 10003",,,,,,,
Cafe Select,(212) 925-9322,SoHo,"212 Lafayette St., New York, NY 10012",,,,,,,
Cafe Steinhof,(718) 369-7776,South Slope,"422 7th Ave., Brooklyn, NY 11215",,,,,,,
Cafe Tallulah,(212) 209-1055,Upper West Side,"240 Columbus Ave., New York, NY 10023",,,,,,,
Cafe Un Deux Trois,(212) 354-4148,Theater District,"123 W 44th St., New York, NY 10036",,,,,,,
Cafeteria,(212) 414-1717,Chelsea,"119 7th Ave., New York, NY 10011",,,,,,,
Caledonia Bar,(212) 734-4300,Upper East Side,"1609 2nd Ave., New York, NY 10028",,,,,,,
Calico Jack's,(212) 557-4300,Midtown East,"800 2nd Ave., New York, NY 10017",,All Day,After 6PM,6PM-9PM,6PM-9PM,,
Caliente Cab Co,(212) 243-8517,West Village,"61 7th Ave. S, New York, NY 10014",,,,,,,
California Pizza Kitchen,(212) 685-6700,Flatiron,"440 Park Ave. S, New York, NY 10016",,,,,,,
Calle 25,(212) 627-1888,Chelsea,"160 W 25th St., New York, NY 10001",5PM-12PM,5PM-12PM,5PM-12PM,5PM-12PM,5PM-12PM,5PM-12PM,5PM-12PM
Calle Dao,(212) 221-9002,Midtown West,"38 W 39th St., New York, NY 10018",,,,,,,
Calle Ocho,(212) 873-5025,Upper West Side,"45 W 81st St., New York, NY 10024",,,,,,,
Calogero's,(516) 294-2922,Garden City,"919 Franklin Ave., Garden City, NY 11530",,,,,,,
Camaradas El Barrio,(212) 348-2703,East Harlem,"2241 1st Ave., New York, NY 10029",3PM-7PM,3PM-7PM,3PM-7PM,3PM-8PM,3PM-7PM,3PM-7PM,3PM-7PM
Campeon,(212) 675-4700,Flatiron,"9 E 16th St., New York, NY 10003",,,,,,,
Canal Bar,(718) 246-0011,Gowanus,"270 3rd Ave., Brooklyn, NY 11215",,,,,,,
Candle 79,(212) 537-7179,Upper East Side,"154 E 79th St., New York, NY 10075",,,,,,,
Candle Cafe West,(212) 769-8900,Upper West Side,"2427 Broadway, New York, NY 10024",,,,,,,
Canterbury's Oyster Bar & Grill,(516) 922-3614,Oyster Bay,"46 Audrey Ave., Oyster Bay, NY 11771",,,,,,,
Cantina 1838,(646) 755-8864,Harlem,"1838 Adam Clayton Powell Jr Blvd., New York, NY 10026",11AM-4PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,11AM-4PM
Cantina Rooftop Restaurant & Lounge,(212) 957-1700,Midtown West,"605 W 48th St., New York, NY 10036",,,,,,,
Cantina Tequila Bar & Southwest Grill,(203) 674-5652,Stamford,"135 Bedford St., Stamford, CT 06901",,,,,,,
Canyon Road Grill,(212) 734-1600,Upper East Side,"1470 First Ave., New York, NY 10021",12PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,12PM-7PM
Cape House,(718) 821-2580,East Williamsburg,"2 Knickerbocker Ave., Brooklyn, NY 11237",,,,,,,
Capizzi,(212) 695-6900,Theater District,"547 9th Ave., New York, NY 10018",,,,,,,
Caracas Arepa Bar,(212) 529-2314,East Village,"93 1/2 E 7th St., New York, NY 10009",,,,,,,
Carbone,(212) 254-3000,Greenwich Village,"181 Thompson St., New York, NY 10012",,,,,,,
Carlow East,(212) 744-6397,Upper East Side,"1254 Lexington Ave., New York, NY 10028",,,,,,,
Carmine's,(212) 221-3800,Theater District,"200 W 44th St., New York, NY 10036",,,,,,,
Carmine's Pizzeria,(718) 782-9659,East Williamsburg,"358 Graham Ave., Brooklyn, NY 11211",,,,,,,
Carolines,(212) 757-4100,Midtown West,"1626 Broadway, New York, NY 10019",,,,,,,
Carpe Diem Pub & Restaurant,(201) 792-0050,Hoboken,"1405 Grand St., Hoboken, NJ 07030",,,,,,,
Carragher's Pub,(646) 370-1545,Midtown West,"228 West 39th St., New York, NY 10018",,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,
Carroll Place,(212) 260-1700,Greenwich Village,"157 Bleecker St., New York, NY 10012",,5PM-7PM,5PM-7PM,5PM-7PM,4PM-7PM,4PM-7PM,
Casa La Femme,(212) 505-0005,West Village,"140 Charles St., New York, NY 10014",,,,,,,
Casa Lever,(212) 888-2700,Midtown East,"390 Park Ave., New York, NY 10022",,,,,,,
Casa Mezcal,(212) 777-2661,Lower East Side,"86 Orchard St., New York, NY 10002",,,,,,,
Casa Mono,(212) 253-2773,Union Square,"52 Irving Pl, New York, NY 10003",,,,,,,
Casa Nonna,(212) 736-3000,Midtown West,"310 W 38th St., New York, NY 10018",,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,
Casa Pepe,(718) 833-8865,Bay Ridge,"114 Bay Ridge Ave., Brooklyn, NY 11220",,,,,,,
Casablanca Cocktail Lounge,noval,Bedford Stuyvesant,"300 Malcolm X Blvd., Brooklyn, NY 11233",,,,,,,
Cascabel Taqueria,(212) 717-8226,Upper East Side,"1556 2nd Ave., New York, NY 10028",11AM-4:30PM,3PM-7PM,3PM-7PM,3PM-7PM,3PM-7PM,3PM-7PM,11AM-4:30PM
Casellula,(212) 247-8137,Hell's Kitchen,"401 W 52nd St., New York, NY 10019",,,,,,,
Cask Bar + Kitchen,(212) 300-4924,Midtown East,"167 E 33rd St., New York, NY 10016",,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,
Cassidy's,(212) 397-0814,Midtown West,"65 W 55th St., New York, NY 10019",,,,,,,
Casual Habana,(201) 880-9844,Hackensack,"125 Main St., Hackensack, NJ 07601",,,,,,,
Catch,(212) 392-5978,Meatpacking District,"21 Ninth Ave., New York, NY 10014",,,,,,,
Catfish,(347) 305-3233,Crown Heights,"1433 Bedford Ave., Brooklyn, NY 11216",4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM
Caviarteria,(212) 759-7410,TriBeCa,"75 Murray St., New York, NY 10007",,,,,,,
Cebu Bar & Bistro,(718) 492-5095,Bay Ridge,"8801 3rd Ave., Brooklyn, NY 11209",,,,,,,
Ceci Italian Cuisine,(212) 307-5484,Midtown,"46 W 46th St., Manhattan, NY 10036",,3PM-8PM,3PM-8PM,3PM-8PM,3PM-8PM,3PM-8PM,
Cedar Local,(212) 344-3467,Financial District,"25 Cedar St., New York, NY 10005",,,,,,,
Cedars,(973) 470-8880,Wallington,"5 Main Ave., Wallington, NJ 07057",,,,,,,
Cellar 335,(201) 222-1422,Jersey City,"335 Newark Ave., Jersey City, NJ 07302",,,,,,,
Cellar 58,(212) 420-1300,East Village,"58 2nd Ave., New York, NY 10003",,,,,,,
Cello Wine Bar,(917) 475-1131,Midtown East,"229 E 53rd St., New York, NY 10022",,,,,,,
Chai,(212) 707-8778,Midtown West,"930 8th Ave., New York, NY 10019",,,,,,,
